ngram,High,Low,Medium,None
가지/NNB 단점/NNG,1,0,0,0
가지/NNB 문제/NNG,0,0,1,0
가지/VV 고/EC,0,1,0,1
가지/VV ㄴ/ETM,1,1,1,0
가지/VV 어다/EC,0,0,1,0
가책/NNG 이/JKS,0,0,1,0
가출/NNG 하/XSV,1,0,0,0
가치/NNG 가/JKS,0,0,2,0
가치/NNG 는/JX,0,1,0,0
가치/NNG 를/JKO,0,0,1,0
가치/NNG 체계/NNG,0,0,1,0
가타부타/NNG 아무런/MM,0,1,0,0
가파르/VA 고/EC,0,0,1,0
각국/NNG 의/JKG,0,1,0,0
각별/XR 하/XSA,1,0,1,0
각성/NNG 하/XSV,0,0,1,0
각양각색/NNG 이/VCP,0,0,1,0
각종/NNG 범죄/NNG,1,0,0,0
간/NNB 상속/NNG,0,0,1,0
간곡/XR 하/XSA,0,0,1,0
간밤/NNG 의/JKG,0,0,1,0
간신히/MAG 매달리/VV,0,0,1,0
간주/NNG 하/XSV,0,1,0,0
간첩/NNG 등/NNB,0,0,1,0
간편/XR 하/XSA,0,0,2,0
갇히/VV 어/EC,0,0,2,0
갈구/NNG 하/XSV,0,0,1,0
갈수록/MAG 모자라/VV,0,0,1,0
갈피/NNG 를/JKO,0,0,1,0
갈피/NNG 마다/JX,0,0,1,0
감/NNG 이/JKS,0,0,2,0
감각/NNG 적/XSN,0,1,0,0
감내/NNG 하/XSV,1,0,0,0
감독/NNG 과*/JKB,0,0,1,0
감독/NNG 과/JKB,0,1,0,0
감독/NNG 을/JKO,0,0,1,0
감독/NNG 의/JKG,0,1,0,0
감독/NNG 이/JKS,0,2,0,0
감동/NNG 깊/VA,0,0,1,0
감동/NNG 으로/JKB,0,0,1,0
감사/NNG 하/XSV,1,0,0,0
감칠맛/NNG 나/VV,0,0,1,0
감탄사/NNG 를/JKO,0,0,1,0
갑자기/MAG 돌아오/VV,0,1,0,0
갑자기/MAG 호흡/NNG,0,0,1,0
갑작스레/MAG 꿈/NNG,0,0,1,0
값/NNG 등/NNB,0,0,1,0
값/NNG 싸/VA,0,1,0,0
값/NNG 으로/JKB,0,0,1,0
강단/NNG 교류/NNG,0,1,0,0
강도/NNG 높/VA,1,0,0,0
강도/NNG 있/VV,0,0,1,0
강력/XR 하/XSA,1,0,1,0
강렬/XR 하/XSA,0,0,1,0
강물/NNG 위/NNG,0,0,1,0
강박/NNG 에/JKB,1,0,0,0
강요/NNG 하/XSV,0,0,1,0
강의/NNG 하/XSV,0,0,1,0
강점/NNG 으로/JKB,0,0,1,0
강제/NNG 하/XSV,0,0,1,0
강조/NNG 하/XSV,2,0,3,0
강화/NNG 되/XSV,0,0,1,0
강화/NNG 하/XSV,0,0,3,0
갖/VV 게/EC,0,0,1,0
갖/VV 지/EC,1,1,0,0
갖가지/NNG 사회/NNG,0,0,1,0
같/VA 다/EF,0,0,3,0
같/VA 은/ETM,0,0,5,0
같이/JKB 붓/NNG,0,1,0,0
같이/JKB 비판/NNG,1,0,0,0
같이/MAG 하/VV,0,1,0,0
같이/MAG 허둥대/VV,1,0,0,0
갚/VV 는/ETM,1,0,0,0
개념/NNG 만/JX,0,0,1,0
개방/NNG 정책/NNG,0,0,1,0
개선/NNG 하/XSV,0,0,1,0
개성/NNG 어리/VV,0,0,1,0
개성/NNG 있/VA,0,0,1,0
개성/NNG 있/VV,0,0,1,0
개인/NNG 적/XSN,0,1,1,0
개조/NNG 과제/NNG,0,0,1,0
개척/NNG 에/JKB,0,0,1,0
개혁/NNG 등/NNB,0,0,1,0
개혁/NNG 을/JKO,0,0,1,0
객관/NNG 적/XSN,0,0,1,0
객관/NNG 화/XSN,0,0,1,0
거/NNB 같/VA,0,0,1,0
거/NNB 이/VCP,0,0,1,0
거나/EC 가족/NNG,0,0,1,0
거나/EC 목소리/NNG,0,0,1,0
거나/EC 의식/NNG,0,0,1,0
거나/EC 인터뷰/NNG,1,0,0,0
거나/EC 자/VV,0,0,1,0
거나/EC 포기/NNG,0,0,1,0
거느리/VV ㄴ/ETM,0,0,1,0
거대/XR 하/XSA,0,0,1,0
거듭/MAG 말/NNG,0,0,0,1
거룩/XR 하/XSA,0,0,1,0
거리/NNG 를/JKO,0,1,0,0
거리낌/NNG 없이/MAG,0,0,1,0
거부/NNG 하/XSV,2,0,1,0
거세/NNG 공포/NNG,0,0,1,0
거울/NNG 이/VCP,0,0,1,0
거의/MAG 거치/VV,0,0,1,0
거의/MAG 반영/NNG,1,0,0,0
거의/MAG 없/VA,0,0,1,0
거의/MAG 이루/VV,0,0,1,0
거짓/NNG 없이/MAG,0,0,1,0
거치/VV 어/EC,1,0,0,0
거치/VV 지/EC,0,0,1,0
거칠/VA ㄴ/ETM,0,1,0,0
거푸집/NNG 속/NNG,0,0,1,0
거품/NNG 도/JX,0,0,1,0
걱정/NNG 되/XSV,0,0,1,0
건/NNB 이상/NNG,0,0,1,0
건강/NNG 을/JKO,0,0,1,0
건강/NNG 이/JKS,0,0,1,0
건강/NNG 하/XSV,0,0,1,0
건드리/VV 지/EC,0,0,1,0
건물/NNG 형식/NNG,1,0,0,0
건수/NNG 가/JKS,1,0,0,0
건실/XR 하/XSA,0,0,1,0
건의/NNG 하/XSV,0,0,2,0
건전/NNG 레포츠/NNG,0,0,1,0
건축/NNG 도/JX,0,0,1,0
건축/NNG 양식/NNG,0,0,1,0
건축/NNG 창작/NNG,0,0,1,0
건축물/NNG 을/JKO,1,0,0,0
걷/VV 는/ETM,0,0,1,0
걷/VV 어/EC,0,0,1,0
걸/VV 어/EC,0,0,2,0
걸맞/VA 게/EC,0,0,1,0
검사/NNG 등/NNB,0,0,1,0
검사/NNG 로/JKB,0,0,1,0
검토/NNG 하/XSV,0,1,1,0
겁/NNG 없이/MAG,0,0,1,0
것/NNB 같/VA,0,0,6,5
것/NNB 과/JKB,0,1,1,0
것/NNB ㄴ/JX,1,0,2,0
것/NNB 도/JX,1,0,3,1
것/NNB 들/XSN,0,0,1,0
것/NNB 때문/NNB,0,0,1,0
것/NNB 로/JKB,0,0,1,0
것/NNB 만/JX,1,0,1,0
것/NNB 보다/JKB,0,0,1,0
것/NNB 아니/VCN,0,0,0,1
것/NNB 으로/JKB,1,0,4,0
것/NNB 은/JX,0,0,2,0
것/NNB 을/JKO,0,1,5,0
것/NNB 이/JKC,1,0,1,0
것/NNB 이/JKS,1,3,9,0
것/NNB 이/VCP,1,3,10,42
것/NNB 처럼/JKB,0,1,1,0
게*/JKB 미치/VV,0,0,1,0
게/EC 갇히/VV,0,0,1,0
게/EC 결심/NNG,0,0,1,0
게/EC 겹치/VV,0,0,1,0
게/EC 경고/NNG,1,0,0,0
게/EC 구분/NNG,0,0,1,0
게/EC 굳/VV,0,1,0,0
게/EC 그리/VV,1,0,1,0
게/EC 기회/NNG,0,0,1,0
게/EC 깎/VV,0,1,0,0
게/EC 내다보이/VV,0,0,1,0
게/EC 느끼/VV,0,1,2,0
게/EC 늘/VV,1,0,0,0
게/EC 다가오/VV,0,0,1,0
게/EC 다르/VA,1,1,0,0
게/EC 다지/VV,0,1,0,0
게/EC 도/JX,1,0,0,2
게/EC 되/VV,2,0,6,1
게/EC 되도록/MAG,0,0,1,0
게/EC 되살리/VV,0,0,1,0
게/EC 들리/VV,0,0,1,0
게/EC 따지/VV,0,0,1,0
게/EC 뜨겁/VA,0,0,1,0
게/EC 마련/NNB,0,0,1,0
게/EC 만/JX,0,0,1,0
게/EC 만들/VV,0,0,4,0
게/EC 말/NNG,0,0,1,1
게/EC 무섭/VA,0,0,1,0
게/EC 묻어나/VV,0,0,1,0
게/EC 발흥/NNG,0,0,1,0
게/EC 버티/VV,0,0,1,0
게/EC 부족/NNG,0,0,1,0
게/EC 붙/VV,0,0,1,0
게/EC 사/VV,0,0,1,0
게/EC 사용/NNG,0,0,1,0
게/EC 살/VV,1,0,4,0
게/EC 생각/NNG,0,0,1,0
게/EC 성취/NNG,1,0,0,0
게/EC 승진/NNG,0,0,1,0
게/EC 시작/NNG,0,0,1,0
게/EC 쓰/VV,0,0,2,0
게/EC 아름답/VA,1,0,0,0
게/EC 여기/VV,1,0,1,0
게/EC 옥살이/NNG,0,0,1,0
게/EC 웃/VV,0,0,1,0
게/EC 위협/NNG,1,0,0,0
게/EC 의식/NNG,0,0,1,0
게/EC 의지/NNG,0,0,1,0
게/EC 이/VCP,1,0,0,0
게/EC 이기/NNG,1,0,0,0
게/EC 이루/VV,0,0,1,0
게/EC 인기/NNG,1,0,0,0
게/EC 조명/NNG,0,1,0,0
게/EC 좋/VA,1,0,0,0
게/EC 주례/NNG,0,0,1,0
게/EC 준수/NNG,0,0,1,0
게/EC 찢어지/VV,0,0,1,0
게/EC 참여/NNG,0,0,1,0
게/EC 철학/NNG,0,0,1,0
게/EC 팔/VV,0,0,1,0
게/EC 풀어지/VV,1,0,0,0
게/EC 하/VV,1,0,2,0
게/EC 하/VX,7,1,9,0
게/EC 행복/NNG,1,0,0,0
게양/NNG 률/XSN,0,0,1,0
게을리/MAG 하/XSV,0,0,1,0
게임/NNG 의/JKG,0,0,1,0
겠/EP 네요/EF,0,1,0,0
겠/EP 느냐/EC,0,0,0,1
겠/EP 느냐고/EC,0,0,2,0
겠/EP 다/EC,0,1,0,0
겠/EP 다/EF,0,1,0,0
겠/EP 다고/EC,0,2,1,0
겠/EP 다는/ETM,0,1,2,0
겠/EP 습니까/EF,0,0,1,0
겠/EP 어/EF,0,0,1,0
겠/EP 지요/EF,0,0,1,0
겨울/NNG 에/JKB,0,0,1,0
격/NNB 을/JKO,0,0,1,0
격려/NNG 하/XSV,0,0,1,0
격차/NNG 해소/NNG,0,1,0,0
겪/VV 는/ETM,0,0,1,0
견디/VV 어/EC,1,0,0,0
견디/VV 어라/EF,0,0,1,0
견해/NNG 를/JKO,0,0,2,0
결국/NNG 죽/VV,0,0,1,0
결단/NNG 을/JKO,1,0,0,0
결론/NNG 을/JKO,0,0,1,0
결속/NNG 하/XSV,0,0,1,0
결심/NNG 을/JKO,0,0,2,0
결심/NNG 하/XSV,0,0,1,0
결여/NNG 되/XSV,0,0,1,0
결여/NNG 의/JKG,0,1,0,0
결의/NNG 하/XSV,1,0,0,0
결정/NNG 을/JKO,0,0,1,0
결정/NNG 적/XSN,0,0,1,0
결집/NNG 하/XSV,0,0,1,0
결코/MAG 쓰러지/VV,1,0,0,0
결함/NNG 이/JKS,0,0,1,0
결혼/NNG 도/JX,1,0,0,0
결혼/NNG 에/JKB,0,0,1,0
결혼/NNG 을/JKO,0,0,1,0
결혼/NNG 전/NNG,0,1,0,0
결혼식/NNG 에/JKB,0,0,1,0
경각심/NNG 이/JKS,1,0,0,0
경고/NNG 하/XSV,1,0,0,0
경보/NNG 도/JX,0,0,1,0
경우/NNG 가/JKS,0,0,1,0
경우/NNG 뇌/NNG,0,0,1,0
경쟁/NNG 심리/NNG,0,0,1,0
경쟁/NNG 이/JKS,0,0,1,0
경제/NNG 범죄/NNG,1,0,0,0
경제/NNG 성/XSN,0,0,1,0
경제/NNG 적/XSN,0,0,1,0
경제/NNG 정책/NNG,0,0,1,0
경제/NNG 제재/NNG,0,0,1,0
경제력/NNG 이/JKS,0,0,1,0
경주/NNP 탐방/NNG,0,0,1,0
경지/NNG 의/JKG,0,0,1,0
경직/NNG 성/XSN,0,0,1,0
경향/NNG 을/JKO,0,0,1,0
경향/NNG 이/JKS,0,0,2,0
경험/NNG 을/JKO,0,0,1,0
경험/NNG 이/JKS,0,1,0,0
곁/NNG 으로/JKB,0,0,1,0
곁/NNG 을/JKO,0,0,1,0
계/XSN 가/JKS,0,0,1,0
계/XSN 에서/JKB,0,0,2,0
계/XSN 최대/NNG,0,0,1,0
계기/NNG 가/JKC,0,0,1,0
계기/NNG 로/JKB,0,0,1,0
계속/MAG 정체/NNG,1,0,0,0
계속/NNG 하/XSV,0,1,1,0
계통/NNG 의/JKG,0,0,1,0
계획/NNG 을/JKO,0,0,4,0
계획/NNG 이/VCP,0,1,2,0
계획/NNG 하/XSV,0,0,1,0
고*/EC 견디/VV,1,0,0,0
고/EC 걷/VV,0,0,1,0
고/EC 견디/VV,0,0,1,0
고/EC 공연/NNG,0,0,1,0
고/EC 괴로워하/VV,1,0,0,0
고/EC 귀/NNG,0,0,1,0
고/EC 그동안/NNG,0,0,1,0
고/EC 나/VX,0,0,1,0
고/EC 나가/VV,0,0,1,0
고/EC 나서/VV,0,0,1,0
고/EC 나오/VV,0,0,1,0
고/EC 나중/NNG,0,0,1,0
고/EC 는/JX,0,0,1,0
고/EC 다가가/VV,0,0,1,0
고/EC 들어가/VV,0,0,1,0
고/EC 또는/MAG,0,0,1,0
고/EC 만/JX,1,0,0,0
고/EC 말/VX,0,0,0,2
고/EC 맛/NNG,0,0,1,0
고/EC 먹/VV,0,0,1,0
고/EC 면허/NNG,0,1,0,0
고/EC 몸살/NNG,0,0,1,0
고/EC 물/NNG,0,0,1,0
고/EC 믿/VV,0,1,0,0
고/EC 번들번들/MAG,0,0,1,0
고/EC 보/VX,0,0,0,1
고/EC 사/VV,0,0,1,0
고/EC 살/VV,0,1,1,0
고/EC 손/NNG,0,0,1,0
고/EC 수미산/NNP,1,0,0,0
고/EC 싶/VX,2,1,15,3
고/EC 싸움/NNG,0,0,1,0
고/EC 쓸쓸/XR,0,0,1,0
고/EC 약혼/NNG,1,0,0,0
고/EC 양심/NNG,0,0,1,0
고/EC 얼마나/MAG,1,0,0,0
고/EC 역사/NNG,0,1,0,0
고/EC 예술/NNG,0,0,1,0
고/EC 오/VX,0,1,0,0
고/EC 외롭/VA,0,0,1,0
고/EC 욕망/NNG,0,1,0,0
고/EC 용서/NNG,0,0,1,0
고/EC 울리/VV,0,0,1,0
고/EC 이/MM,0,0,1,0
고/EC 익숙/XR,0,0,1,0
고/EC 있/VA,0,0,1,0
고/EC 있/VX,1,4,13,0
고/EC 자/VV,0,0,1,0
고/EC 자라/VV,0,1,0,0
고/EC 정들/VV,0,0,1,0
고/EC 존재/NNG,0,0,1,0
고/EC 좋/VA,0,1,0,0
고/EC 즐기/VV,0,0,1,0
고/EC 최고/NNG,0,0,1,0
고/EC 토하/VV,0,0,1,0
고/EC 하/VX,0,0,1,0
고/EC 해외/NNG,0,0,1,0
고/EC 허둥대/VV,0,0,1,0
고/EC 화장실/NNG,0,0,1,0
고/EC 휴식/NNG,0,0,1,0
고/JKQ 강조/NNG,1,0,0,0
고/JKQ 기뻐하/VV,0,0,1,0
고/JKQ 다짐/NNG,1,0,0,0
고/JKQ 답변/NNG,0,0,1,0
고/JKQ 답하/VV,0,1,0,0
고/JKQ 말/NNG,0,0,4,0
고/JKQ 밝히/VV,0,0,1,0
고/JKQ 정의/NNG,0,0,1,0
고/JKQ 주장/NNG,0,0,1,0
고/JKQ 지적/NNG,0,0,1,0
고/JKQ 통첩/NNG,0,0,1,0
고/JKQ 평가/NNG,0,0,1,0
고/JKQ 호소/NNG,1,0,0,0
고/XPN 품질/NNG,0,0,1,0
고갈/NNG 상태/NNG,0,0,1,0
고개/NNG 를/JKO,0,0,2,0
고객/NNG 들/XSN,0,0,1,0
고구려/NNP 벽화/NNG,0,0,1,0
고급/NNG 화/XSN,0,0,1,0
고기/NNG 와/JC,0,0,1,0
고달프/VA ㄴ/ETM,0,0,1,0
고대/NNG 하/XSV,1,0,0,0
고도/NNG 를/JKO,0,0,1,0
고독/NNG 하/XSA,0,0,1,0
고루/XR 하/XSA,0,0,1,0
고르/VA 지/EC,0,0,1,0
고리타분/XR 하/XSA,0,0,1,0
고립/NNG 되/XSV,0,0,1,0
고립무원/NNG 속/NNG,0,0,1,0
고마움/NNG 깨닫/VV,0,0,1,0
고마움/NNG 을/JKO,0,0,1,0
고무/NNG 밴드/NNG,0,0,1,0
고무/NNG 적/XSN,1,0,0,0
고민/NNG 에/JKB,0,0,1,0
고민/NNG 하/XSV,0,0,1,0
고발/NNG 건수/NNG,1,0,0,0
고백/NNG 하/XSV,0,0,0,1
고비/NNG 를/JKO,0,0,1,0
고삐/NNG 가/JKS,0,0,1,0
고심/NNG 하/XSV,0,1,0,0
고액/NNG 과외/NNG,0,1,0,0
고양/NNG 시키/XSV,1,0,0,0
고유/NNG 건축/NNG,0,0,1,0
고자/EC 하/VX,0,0,2,3
고장/NNG 나/VV,0,0,1,0
고조/NNG 되/XSV,0,0,2,0
고질/NNG 적/XSN,0,0,1,0
고질/NNG 화/XSN,1,0,0,0
고집/NNG 하/XSV,0,0,2,0
고충/NNG 을/JKO,0,0,1,0
고층/NNG 아파트/NNG,0,0,1,0
고치/VV 는/ETM,0,1,0,0
고통/NNG 을/JKO,0,0,2,0
고통/NNG 이/JKS,0,0,1,0
고향/NNG 으로/JKB,0,0,1,0
곡/NNG 이/JKS,0,0,1,0
곤란/NNG 하/XSA,0,0,3,0
곤혹/NNG 스럽/XSA,0,0,1,0
곧/MAG 파멸/NNG,0,0,1,0
골/NNG 이/JKS,0,0,1,0
골고루/MAG 녹/VV,0,0,1,0
골절/NNG 되/XSV,0,1,0,0
골치/NNG 아프/VA,0,0,1,0
곳/NNG 에/JKB,1,0,1,0
곳/NNG 에서/JKB,0,0,2,0
곳/NNG 을/JKO,0,0,1,0
곳/NNG 이/JKS,0,0,1,0
공간/NNG 에서/JKB,0,1,0,0
공간/NNG 이/JKS,0,0,1,0
공감/NNG 과/JC,0,0,1,0
공감/NNG 하/XSV,0,0,1,0
공감대/NNG 바탕/NNG,0,0,1,0
공급/NNG 하/XSV,0,1,0,0
공기/NNG 가/JKS,0,0,1,0
공멸/NNG 하/XSV,0,0,1,0
공백/NNG 을/JKO,0,0,1,0
공백/NNG 이/JKS,0,1,0,0
공부/NNG 를/JKO,0,1,0,0
공부/NNG 싫/VA,0,0,1,0
공부/NNG 하/XSV,0,0,1,0
공산/NNG 은/JX,1,0,0,0
공식/NNG 입장/NNG,1,0,0,0
공식/NNG 협의/NNG,0,0,1,0
공연/NNG 물/NNG,0,0,1,0
공연/XR 하/XSA,0,0,1,0
공유/NNG 하/XSV,0,0,1,0
공장/NNG 공장장/NNG,0,0,1,0
공장장/NNG 님/XSN,0,0,2,0
공존/NNG 의/JKG,0,0,1,0
공짜/NNG 로/JKB,0,0,1,0
공통/NNG 되/XSV,0,0,1,0
공포/NNG 로부터/JKB,0,0,1,0
공포/NNG 와/JC,0,0,1,0
과*/JKB 공식/NNG,0,0,1,0
과*/JKB 영화/NNG,0,0,1,0
과/JC 결혼/NNG,0,0,1,0
과/JC 경험/NNG,0,0,1,0
과/JC 고통/NNG,0,0,1,0
과/JC 그/MM,0,1,0,0
과/JC 나비/NNG,0,1,0,0
과/JC 마음/NNG,0,0,1,0
과/JC 미국/NNP,0,0,1,0
과/JC 반복/NNG,1,0,0,0
과/JC 색/NNG,0,0,1,0
과/JC 생물/NNG,0,0,1,0
과/JC 알코올/NNG,0,0,1,0
과/JC 약간/NNG,0,1,0,0
과/JC 영화/NNG,0,0,1,0
과/JC 예술/NNG,0,0,1,0
과/JC 유치원/NNG,0,0,1,0
과/JC 일반/NNG,0,1,0,0
과/JC 절대주의/NNG,0,0,1,0
과/JC 죄의식/NNG,0,0,1,0
과/JC 지방/NNG,0,0,1,0
과/JC 축소/NNG,1,0,0,0
과/JC 카메라/NNG,0,0,1,0
과/JC 통찰/NNG,0,0,1,0
과/JC 폭행/NNG,0,0,1,0
과/JC 하늘/NNG,0,0,1,0
과/JC 한과/NNG,0,0,1,0
과/JKB 같/VA,1,0,1,0
과/JKB 관계/NNG,0,0,1,0
과/JKB 달리/MAG,0,0,1,0
과/JKB 대비/NNG,0,0,1,0
과/JKB 마찬가지/NNG,0,0,1,0
과/JKB 모순/NNG,0,0,1,0
과/JKB 생필품/NNG,0,1,0,0
과/JKB 영화/NNG,0,1,0,0
과/JKB 전통/NNG,0,1,0,0
과/JKB 함께/MAG,0,0,1,0
과감/XR 하/XSA,0,0,2,0
과거/NNG 는/JX,0,0,1,0
과거/NNG 로/JKB,0,0,2,0
과거/NNG 의/JKG,0,1,0,0
과다/NNG 업무/NNG,0,0,1,0
과대/NNG 포장/NNG,0,0,6,0
과도/NNG 하/XSA,0,0,1,0
과반수/NNG 의/JKG,0,0,1,0
과시/NNG 성/XSN,0,0,1,0
과연/MAG 무엇/NP,0,0,1,0
과열/NNG 과외/NNG,0,1,0,0
과오/NNG 를/JKO,1,0,0,0
과외/NNG 나/JC,0,1,0,0
과외/NNG 는/JX,0,1,0,0
과욕/NNG 이/JKS,0,0,1,0
과장/NNG 되/XSV,0,1,0,0
과제/NNG 가*/JKS,0,0,1,0
과제/NNG 가/JKS,0,0,1,0
과제/NNG 로/JKB,0,0,1,0
과제/NNG 이/VCP,1,0,0,0
과중/NNG 하/XSA,0,0,1,0
과중/XR 하/XSA,0,0,1,0
과학/NNG 적/XSN,0,0,1,0
관객/NNG 들/XSN,0,0,1,0
관객/NNG 을/JKO,0,0,1,0
관계/NNG 가/JKS,0,1,1,0
관계/NNG 는/JX,0,0,1,0
관계/NNG 없이/MAG,0,1,0,0
관계/NNG 에/JKB,1,0,0,0
관계자/NNG 들/XSN,0,0,1,0
관광/NNG 교역전/NNG,0,0,1,0
관광/NNG 명소/NNG,1,0,0,0
관광객/NNG 이/JKS,0,1,0,0
관람객/NNG 을/JKO,0,0,1,0
관리/NNG 부실/NNG,0,0,1,0
관심/NNG 을/JKO,3,0,5,0
관심/NNG 이/JKS,3,2,4,0
관심/NNG 확산/NNG,0,0,1,0
관심거리/NNG 이/VCP,0,0,1,0
관심사/NNG 이/VCP,0,0,1,0
관여/NNG 하/XSV,0,1,0,0
관점/NNG 에서/JKB,0,0,1,0
관점/NNG 차이/NNG,0,0,1,0
관철/NNG 되/XSV,0,0,1,0
관하/VV ㄴ/ETM,0,0,2,0
광복/NNG 열망/NNG,0,0,1,0
광활/XR 하/XSA,0,0,1,0
괜하/VA ㄴ/ETM,0,0,0,1
괴로워하/VV 았/EP,1,0,0,0
괴팍/XR 하/XSA,0,0,1,0
교단/NNG 분열/NNG,0,0,1,0
교류/NNG 를/JKO,0,1,0,0
교역전/NNG 으로/JKB,0,0,1,0
교육/NNG 받/VV,0,1,0,0
교육/NNG 을/JKO,0,0,1,0
교육/NNG 효과/NNG,0,0,1,0
교통/NNG 사고/NNG,0,0,1,0
교포/NNG 에/JKB,0,0,1,0
교환전/NNG 을/JKO,0,0,1,0
교회/NNG 세습/NNG,0,0,1,0
교훈/NNG 을/JKO,0,1,1,0
구경/NNG 하/XSV,0,0,1,0
구별/NNG 이/JKS,0,0,1,0
구분/NNG 되/XSV,0,0,1,0
구상/NNG 하/XSV,0,1,0,0
구석/NNG 이/JKS,0,0,1,0
구설수/NNG 가/JKS,1,0,0,0
구실/NNG 을/JKO,0,0,0,1
구애/NNG 받/VV,0,1,0,0
구입/NNG 하/XSV,0,0,1,0
구제/NNG 하/XSV,0,0,1,0
구체/NNG 적/XSN,0,0,2,0
구태/NNG 를/JKO,0,0,1,0
국가/NNG 와/JC,1,0,0,0
국군/NNG 은/JX,0,0,1,0
국기/NNG 게양/NNG,0,0,1,0
국내/NNG 관광/NNG,0,0,1,0
국내/NNG 기반/NNG,0,0,1,0
국내/NNG 에서/JKB,0,0,1,0
국내/NNG 이벤트/NNG,0,0,1,0
국내/NNG 최/XPN,0,0,1,0
국내/NNG 최대/NNG,0,0,1,0
국내/NNG 최초/NNG,0,0,1,0
국무/NNG 총리/NNG,1,0,0,0
국민/NNG 기업/NNG,1,0,1,0
국민/NNG 에게/JKB,0,0,1,0
국민학생/NNG 과/JC,0,0,1,0
국방/NNG 에/JKB,0,0,1,0
국제/NNG 무용/NNG,0,0,1,0
국제/NNG 상/NNG,0,0,1,0
군국주의/NNG 망령/NNG,1,0,0,0
군도/NNG 이/VCP,0,0,1,0
군살/NNG 빼기/NNG,0,1,0,0
군살/NNG 이/JKS,0,0,1,0
굳/VV 지/EC,0,1,0,0
굵직/XR 하/XSA,1,0,0,0
굶주림/NNG 에서/JKB,0,0,1,0
굿/NNG 이/JKS,0,0,1,0
궁상/NNG 스럽/XSA,0,0,1,0
궁전/NNG 집/NNG,0,0,1,0
궁중/NNG 사극/NNG,0,1,0,0
궁핍/NNG 의/JKG,0,0,1,0
권/NNG 하/XSV,0,0,1,0
권/XSN 운동/NNG,0,0,1,0
권/XSN 은/JX,0,0,1,0
권/XSN 을/JKO,0,0,1,0
권고/NNG 안/NNG,0,0,1,0
권력/NNG 도/JX,0,1,0,0
권력/NNG 을/JKO,0,0,1,0
권력욕/NNG 에/JKB,0,0,1,0
권하/VV 고자/EC,0,0,1,0
궤변/NNG 으로/JKB,1,0,0,0
귀/NNG 가/JKS,0,0,1,0
귀/NNG 질환/NNG,0,0,1,0
귀엽/VA ㄴ/ETM,0,0,1,0
규명/NNG 하/XSV,0,0,1,0
규모/NNG 의/JKG,0,0,2,0
규정/NNG 에/JKB,0,0,1,0
규정/NNG 하/XSV,0,1,0,0
규제/NNG 하/XSV,0,0,1,0
균/NNG 이/JKS,0,0,1,0
균형/NNG 을/JKO,0,0,1,0
그/MM 고비/NNG,0,0,1,0
그/MM 동안/NNG,1,0,1,0
그/MM 무게/NNG,1,0,0,0
그/MM 사람/NNG,0,1,0,0
그/MM 사상/NNG,0,0,1,0
그/MM 소외/NNG,0,0,1,0
그/MM 순간/NNG,0,0,1,0
그/MM 위상/NNG,0,0,1,0
그/MM 정화/NNG,0,0,1,0
그/MM 주변/NNG,0,1,0,0
그/MM 폭/NNG,0,0,1,0
그/NP 가/JKS,1,0,0,0
그/NP 는/JX,0,0,2,0
그/NP 를/JKO,0,0,1,0
그/NP 보다/JKB,0,0,0,1
그/NP 뿐/JX,0,0,0,1
그/NP 에게/JKB,0,0,1,0
그/NP 와/JKB,0,0,1,0
그/NP 의/JKG,1,1,0,0
그것/NP ㄴ/JX,0,0,2,0
그것/NP 보/VV,0,0,1,0
그냥/MAG 상상/NNG,0,0,1,0
그늘/NNG 벗/VV,0,0,1,0
그늘/NNG 이/JKS,0,0,1,0
그대로/MAG 남/VV,0,0,1,0
그대로/MAG 따르/VV,0,0,1,0
그대로/MAG 모방/NNG,0,1,0,0
그동안/NNG 못/MAG,0,0,1,0
그동안/NNG 연구/NNG,0,0,1,0
그동안/NNG 이루/VV,0,0,1,0
그때/NNG 이/VCP,0,0,1,0
그래/IC 나/NP,0,0,1,0
그러*/VV 어*/EC,0,0,2,0
그러/VV 니/EC,0,0,0,2
그러/VV 어/EC,0,0,1,0
그러/VV 어야/EC,0,0,0,1
그러/VV 자/EC,0,0,0,1
그러나/MAJ 불우/NNG,0,0,1,0
그러나/MAJ 양탄자/NNG,0,0,1,0
그러나/MAJ 이제/MAG,0,0,1,0
그러나/MAJ 폐렴/NNG,0,0,1,0
그러니까/MAJ 아/IC,0,0,1,0
그러므로/MAJ 건축/NNG,0,0,1,0
그런/MM 것/NNB,0,0,0,1
그런/MM 고민/NNG,0,0,1,0
그런/MM 엄마/NNG,0,0,1,0
그런데/MAJ 도/JX,0,0,0,2
그럼/NNG 에/JKB,0,0,0,1
그렇*/VA 지만/EC,0,0,0,1
그렇/VA 게/EC,3,0,1,0
그렇/VA 기/ETN,0,1,0,0
그렇/VA ㄴ가/EC,0,0,0,1
그렇/VA 다고/EC,0,0,0,1
그렇/VA 다면/EC,0,1,0,0
그렇/VA ㅁ/ETN,0,0,0,1
그렇/VA 지/EC,0,0,2,0
그렇지만/MAJ 한자/NNG,0,0,1,0
그룹/NNG 으로서/JKB,0,0,1,0
그룹/NNG 이/VCP,0,0,1,0
그리/MAG 밝/VA,0,0,2,0
그리/MAG 어렵/VA,0,1,0,0
그리/VV 니/EF,1,0,0,0
그리/VV 어/EF,0,0,2,0
그리고/MAJ 간밤/NNG,0,0,1,0
그리고/MAJ 힘/NNG,0,0,1,0
