ngram,High,Low,Medium,None
이/JKS 없이/MAG,0,0,1,0
이/JKS 여물/VA,0,0,1,0
이/JKS 여지/NNG,1,0,0,0
이/JKS 오/VV,0,0,1,0
이/JKS 외국/NNG,1,0,0,0
이/JKS 우리/NP,0,0,2,0
이/JKS 우선/NNG,0,1,0,0
이/JKS 위기/NNG,0,0,1,0
이/JKS 이/MM,0,1,0,0
이/JKS 이기/VV,0,0,1,0
이/JKS 일/VV,0,0,2,0
이/JKS 일반/NNG,0,0,1,0
이/JKS 일어나/VV,0,0,1,0
이/JKS 있/VA,0,0,1,0
이/JKS 있/VV,2,1,10,0
이/JKS 적/VA,1,0,3,0
이/JKS 전국/NNG,0,0,1,0
이/JKS 전시장/NNG,0,0,1,0
이/JKS 점점/MAG,0,0,1,0
이/JKS 접근/NNG,0,0,1,0
이/JKS 제대로/MAG,0,0,1,0
이/JKS 제시/NNG,0,0,1,0
이/JKS 제아무리/MAG,0,0,1,0
이/JKS 조성/NNG,0,0,1,0
이/JKS 존재/NNG,0,0,1,0
이/JKS 좋/VA,0,0,2,0
이/JKS 주로/MAG,0,1,0,0
이/JKS 지/VV,0,0,1,0
이/JKS 지나치/VA,0,0,1,0
이/JKS 찾아오/VV,0,0,1,0
이/JKS 처음/NNG,0,0,1,0
이/JKS 충실/NNG,0,0,1,0
이/JKS 치열/NNG,0,0,1,0
이/JKS 크/VA,0,0,1,0
이/JKS 텍스트/NNG,0,0,1,0
이/JKS 통하/VV,1,0,0,0
이/JKS 팔리/VV,1,0,0,0
이/JKS 편중/NNG,0,1,0,0
이/JKS 필요/NNG,1,0,1,1
이/JKS 하/VV,0,0,1,0
이/JKS 한/MM,0,0,1,0
이/JKS 함께/MAG,0,0,1,0
이/JKS 항생/NNG,0,1,0,0
이/JKS 해외/NNG,0,1,0,0
이/JKS 해이/NNG,0,0,1,0
이/JKS 허물/VV,0,0,1,0
이/JKS 환하/VA,0,0,1,0
이/JKS 흉내/NNG,0,0,1,0
이/JKS 흐르/VV,0,0,3,0
이/JKS 힘들/VA,0,1,0,0
이/MM 결단/NNG,1,0,0,0
이/MM 말/NNG,0,0,1,0
이/MM 밖/NNG,0,0,0,1
이/MM 상쾌/XR,0,0,1,0
이/MM 세상/NNG,1,0,0,0
이/MM 시집/NNG,0,0,1,0
이/MM 음악/NNG,0,0,1,0
이/MM 지구/NNG,0,0,1,0
이/MM 지역/NNG,0,1,0,0
이/MM 집/NNG,0,0,1,0
이/MM 행사/NNG,0,0,1,0
이/NP 같/VA,0,0,1,0
이/NP 들/XSN,0,0,1,0
이/NP 를/JKO,0,0,2,0
이/NP 에/JKB,0,1,0,0
이/NP 와/JKB,0,0,0,1
이/VCP 거나/EC,0,0,1,0
이/VCP 겠/EP,0,0,1,0
이/VCP 고/EC,0,0,4,2
이/VCP 기/ETN,0,0,1,0
이/VCP ㄴ/ETM,5,4,16,1
이/VCP ㄴ가/EC,0,0,1,0
이/VCP ㄴ가/EF,1,0,1,3
이/VCP ㄴ데/EF,0,0,0,1
이/VCP ㄴ들/EC,0,0,1,0
이/VCP ㄴ지/EC,0,1,2,2
이/VCP 냐/EF,0,0,1,0
이/VCP 다/EC,0,0,1,0
이/VCP 다/EF,1,3,8,9
이/VCP 든/EC,1,0,0,0
이/VCP 든지/EC,1,0,1,0
이/VCP ㄹ/ETM,0,0,3,0
이/VCP ㄹ까/EF,0,0,0,1
이/VCP 라고/EC,0,1,2,0
이/VCP 라는/ETM,0,0,2,2
이/VCP 라도/EC,0,0,1,1
이/VCP 라면/EC,0,0,1,0
이/VCP ㅁ/ETN,0,0,1,0
이/VCP 며/EC,0,0,3,0
이/VCP 면서/EC,1,0,1,0
이/VCP ㅂ니다/EF,0,1,5,0
이/VCP 야/EF,0,1,2,0
이/VCP 어야/EC,0,0,1,0
이/VCP 었/EP,0,1,5,0
이/VCP 자/EC,0,0,1,0
이/VCP 지요/EF,0,1,0,0
이거/NP 그리/VV,0,0,1,0
이것/NP 도/JX,1,0,0,0
이견/NNG 이/JKS,0,0,1,0
이권/NNG 개입/NNG,0,0,1,0
이기/NNG 가/JKS,1,0,0,0
이기/NNG 적/XSN,1,0,1,0
이기/VV 었/EP,0,0,1,0
이끌/VV 어/EC,0,0,1,0
이나/JC 생각/NNG,0,0,1,0
이나/JC 이빨/NNG,0,0,1,0
이나/JX 되/VV,1,0,0,0
이나/JX 지나/VV,0,0,1,0
이념/NNG 적/XSN,0,0,1,0
이라고/JKQ 단언/NNG,1,0,0,0
이라고/JKQ 밝히/VV,0,1,0,0
이라고/JKQ 지적/NNG,0,0,1,0
이라고/JKQ 해명/NNG,0,0,1,0
이러/XR 하/XSA,0,0,0,1
이런/MM 깨우치/VV,0,0,1,0
이런/MM 깨치/VV,0,0,1,0
이런/MM 성향/NNG,0,0,1,0
이런저런/MM 얘기/NNG,0,0,1,0
이렇/VA 게/EC,0,0,0,1
이렇/VA 다/EC,0,0,1,0
이렇/VA 듯/EC,0,0,0,1
이루/MAG 말/NNG,2,0,0,0
이루/VV ㄴ/ETM,0,0,1,0
이루/VV 어/EC,0,0,2,0
이루/VV 었/EP,0,0,1,0
이름/NNG 이/VCP,0,0,2,0
이름나/VV ㄴ/ETM,1,0,0,0
이리/MAG 사랑/NNG,1,0,0,0
이미/MAG 동료/NNG,0,0,1,0
이미/MAG 예상/NNG,0,0,1,0
이민자/NNG 들/XSN,0,0,1,0
이번/NNG 이/JKS,0,0,1,0
이벤트/NNG 가/JKS,0,0,1,0
이벤트/NNG 이/VCP,0,0,1,0
이빨/NNG 에/JKB,0,0,1,0
이상/NNG 가/VV,0,0,1,0
이상/NNG 교통/NNG,0,0,1,0
이상/NNG 두/VV,1,0,0,0
이상/NNG 뒤떨어지/VV,0,0,1,0
이상/NNG 보/VV,0,0,1,0
이상/NNG 에/JKB,0,0,1,0
이상/NNG 하/XSA,0,1,0,0
이상/NNG 확실/XR,0,0,1,0
이상/XR 하/XSA,0,0,1,0
이색/NNG 적/XSN,0,0,1,0
이야기/NNG 로서/JKB,0,1,0,0
이야기/NNG 를/JKO,0,1,2,0
이야기/NNG 하/XSV,0,0,2,0
이역만리/NNG 에서/JKB,0,0,1,0
이용/NNG 가치/NNG,0,0,1,0
이용/NNG 하/XSV,0,1,0,0
이용법/NNG 을/JKO,0,1,0,0
이유/NNG 가/JKS,1,0,1,0
이유/NNG 이/VCP,0,1,2,0
이전/NNG 부터/JX,0,0,1,0
이제/MAG 너무/MAG,0,0,1,0
이제/MAG 다시/MAG,0,0,1,0
이제/MAG 소수/NNG,0,0,1,0
이제/MAG 아무/MM,1,0,0,0
이제/NNG ㄴ/JX,0,0,1,0
이제/NNG 부터/JX,0,0,2,0
이채/NNG 롭/XSA,0,0,3,0
이한탁/NNP 씨/NNB,0,0,1,0
이해/NNG 는/JX,0,1,0,0
이해/NNG 되/XSV,0,0,1,0
이해/NNG 하/XSV,0,1,5,0
이해득실/NNG 을/JKO,0,0,1,0
이후/NNG 로/JKB,0,1,0,0
익사/NNG 위험/NNG,0,0,1,0
익살/NNG 스럽/XSA,0,0,1,0
익숙/XR 하/XSA,0,0,3,0
인/NNG 하/XSV,0,1,0,0
인간/NNG 답/XSA,1,0,0,0
인간/NNG 들/XSN,1,0,0,0
인간/NNG 은/JX,0,0,1,0
인간/NNG 의/JKG,0,1,0,0
인건비/NNG 부담/NNG,0,0,1,0
인기/NNG 가도/NNG,0,0,1,0
인기/NNG 높/VA,0,0,1,0
인기/NNG 를/JKO,3,0,6,0
인기/NNG 이/VCP,2,0,4,0
인상/NNG 을/JKO,0,0,1,0
인상/NNG 적/XSN,1,0,1,0
인생/NNG 은/JX,0,0,1,0
인생/NNG 을/JKO,0,1,0,0
인식/NNG 등/NNB,0,1,0,0
인식/NNG 을/JKO,0,1,0,0
인식/NNG 의/JKG,0,0,1,0
인식/NNG 이/JKS,0,1,0,0
인식/NNG 하/XSV,0,0,1,0
인원/NNG 의/JKG,1,0,0,0
인원/NNG 이/JKS,0,0,1,0
인정/NNG 되/XSV,0,0,1,0
인정/NNG 을/JKO,0,0,1,0
인정/NNG 하/XSV,0,1,2,0
인종/NNG 차별/NNG,0,0,0,1
인터뷰/NNG 를/JKO,1,0,0,0
일/NNG 아니/VCN,0,0,1,0
일/NNG 은/JX,0,0,1,0
일/NNG 을/JKO,0,1,1,0
일/NNG 이/JKC,1,0,0,0
일/NNG 이/JKS,1,0,1,0
일/NNG 이/VCP,2,1,4,1
일/NNG 하/XSV,0,1,0,0
일/NNP 우호/NNG,1,0,0,0
일관/XR 되/XSV,1,0,1,0
일깨우/VV 고/EC,0,1,0,0
일깨우/VV 어/EC,1,0,0,0
일반/NNG 적/XSN,0,1,0,0
일반/NNG 화/XSN,0,0,1,0
일방/NNG 추진/NNG,0,0,1,0
일본/NNP 과/JC,0,0,1,0
일본/NNP 유수/NNG,1,0,0,0
일본군/NNG 으로/JKB,0,1,0,0
일부/NNG 액수/NNG,0,0,1,0
일부/NNG 에/JKB,1,0,0,0
일삼/VV 고/EC,0,0,1,0
일색/NNG 이/VCP,0,0,1,0
일어나/VV ㄹ/ETM,0,0,1,0
일으키/VV 어서/EC,0,0,1,0
일정/NNG 하/XSA,0,0,1,0
일종/NNG 의/JKG,0,0,0,1
일직선/NNG 시멘트/NNG,0,0,1,0
일찍/MAG 나가/VV,0,0,1,0
일체/NNG 의/JKG,0,0,1,0
일터/NNG 에/JKB,0,0,1,0
읽/VV 게/EC,0,0,1,0
읽/VV 고/EC,0,1,0,0
읽/VV 다가/EC,0,1,0,0
읽/VV 으면/EC,0,0,1,0
잃어버리/VV ㄴ/ETM,0,0,1,0
임금/NNG 남성/NNG,0,1,0,0
임금/NNG 노동자/NNG,0,0,1,0
임금/NNG 심위/NNG,0,0,1,0
임금/NNG 의/JKG,0,0,1,0
임금제/NNG 의/JKG,0,0,1,0
입/NNG 문지르/VV,0,0,1,0
입/NNG 에/JKB,0,0,1,0
입/NNG 에서/JKB,1,0,0,0
입/NNG 을/JKO,1,0,0,0
입/VV 는/ETM,0,0,1,0
입/VV 자/EC,0,0,2,0
입국자/NNG 가/JKS,0,0,1,0
입력/NNG 되/XSV,0,0,1,0
입술/NNG 빨/VV,0,0,1,0
입술/NNG 이/JKS,0,0,1,0
입시/NNG 부정/NNG,0,0,1,0
입장/NNG 이/VCP,1,0,0,0
입증/NNG 하/XSV,0,0,2,0
있/VA 는/ETM,0,0,1,0
있/VA 다/EF,0,1,0,1
있/VV 게/EC,1,0,2,1
있/VV 겠/EP,0,0,0,1
있/VV 기/ETN,0,0,1,0
있/VV 나/EC,0,1,0,0
있/VV 는/ETM,2,1,6,0
있/VV 는지/EC,0,0,1,0
있/VV 다/EC,0,0,1,0
있/VV 다/EF,0,0,4,0
있/VV 다는/ETM,0,0,1,0
있/VV 다는데/EC,0,0,1,0
있/VV 다면/EC,1,0,0,0
있/VV 어/EC,0,0,1,0
있/VV 었/EP,0,1,2,0
있/VV 을/ETM,0,0,0,5
있/VV 을까/EC,0,0,1,0
있/VV 음/ETN,0,0,1,0
있/VV 지만/EC,0,1,0,0
있/VX 는/ETM,2,2,11,0
있/VX 는데/EC,0,1,0,0
있/VX 다/EC,0,0,1,0
있/VX 다/EF,0,0,3,0
있/VX 습니다/EF,0,0,2,0
있/VX 어/EC,0,0,2,0
있/VX 었/EP,0,1,2,0
있/VX 을까/EC,0,0,1,0
잊/VV 고/EC,0,1,0,0
잊/VV 어서/EC,0,0,1,0
잊히/VV 어/EC,1,0,0,0
자/EC 도전/NNG,0,0,1,0
자/NNB 들/XSN,0,0,1,0
자/VV 는/ETM,0,0,1,0
자/VV 다/EC,0,0,1,0
자고/EC 의견/NNG,0,0,1,0
자구/NNG 운동/NNG,1,0,0,0
자구책/NNG 움직임/NNG,0,0,1,0
자극/NNG 성/XSN,0,0,1,0
자극/NNG 시키/XSV,0,0,1,0
자극/NNG 하/XSV,0,0,2,0
자기/NP 도/JX,0,1,0,0
자기/NP 들/XSN,0,0,1,0
자기/NP 숭배/NNG,0,0,1,0
자기/NP 와*/JC,0,0,1,0
자기/NP 중얼거리/VV,0,0,1,0
자꾸/MAG 고리타분/XR,0,0,1,0
자꾸/MAG 놓치/VV,0,0,1,0
자녀/NNG 결혼식/NNG,0,0,1,0
자니/EC 몹시/MAG,0,0,1,0
자동차/NNG 등록/NNG,0,1,0,0
자라/VV ㄹ까/EF,0,1,0,0
자라/VV 았/EP,0,0,1,0
자랑/NNG 스럽/XSA,1,0,1,0
자리/NNG 로/JKB,0,0,1,0
자리/NNG 를/JKO,0,0,3,0
자리/NNG 에서/JKB,0,1,0,0
자리/NNG 잡/VV,0,0,1,0
자면/EC 길/NNG,0,1,0,0
자못/MAG 심장/NNG,0,0,1,0
자백/NNG 하/XSV,0,0,2,0
자본주의/NNG 의/JKG,0,1,0,0
자비/NNG 롭/XSA,0,0,1,0
자상/XR 하/XSA,0,0,1,0
자세/NNG 로/JKB,0,0,1,0
자세히/MAG 소개/NNG,0,0,1,0
자신/NNG 도/JX,0,0,1,0
자신/NNG 을/JKO,0,0,1,0
자신/NNG 의/JKG,0,2,1,0
자신/NNG 이/JKS,0,0,1,0
자신만만/XR 하/XSA,0,0,1,0
자아/NNG 실현/NNG,0,0,1,0
자아/NNG 와/JC,0,0,1,0
자아내/VV 기/ETN,0,0,1,0
자연/NNG 과/JC,0,0,1,0
자연/NNG 스럽/XSA,0,0,5,0
자연/NNG 학습/NNG,0,0,1,0
자원/NNG 봉사자/NNG,1,0,0,0
자유/NNG 로/JKB,1,0,0,0
자유/NNG 롭/XSA,2,0,3,0
자유/NNG 민주주의/NNG,0,0,1,0
자제력/NNG 을/JKO,1,0,0,0
자주/MAG 하/VV,0,1,0,0
자처/NNG 하/XSV,0,0,1,0
자청/NNG 하/XSV,0,0,1,0
자충수/NNG 에/JKB,0,1,0,0
작/VA 은/ETM,0,0,2,0
작가/NNG 상/XSN,0,0,1,0
작가/NNG 이/VCP,0,0,1,0
작곡가/NNG 연구/NNG,0,1,0,0
작동/NNG 되/XSV,0,0,1,0
작동/NNG 불량/NNG,0,0,1,0
작동/NNG 안/MAG,0,0,1,0
작법/NNG 이/VCP,0,0,1,0
작업/NNG 을/JKO,0,2,0,0
작용/NNG 하/XSV,0,0,1,0
작전/NNG 계획/NNG,0,0,1,0
작품/NNG 으로/JKB,0,0,1,0
작품/NNG 은/JX,0,0,1,0
작품/NNG 하나/NR,0,1,0,0
잔뼈/NNG 가/JKS,0,0,1,0
잔인/XR 하/XSA,0,0,2,0
잔치상/NNG 을/JKO,0,0,1,0
잔털/NNG 발생/NNG,1,0,0,0
잘/MAG 결속/NNG,0,0,1,0
잘/MAG 못*/MAG,0,1,0,0
잘/MAG 알리/VV,0,2,2,0
잘/MAG 이해/NNG,0,0,1,0
잘/MAG 입/VV,0,0,1,0
잘/MAG 하/VV,0,0,1,0
잘/MAG 하/XSV,0,0,1,0
잘못/MAG 되/VV,1,0,0,0
잘못/MAG 하/VV,0,0,1,0
잘못/NNG 되/XSV,0,0,1,0
잠들/VV ㄴ/ETM,0,0,1,0
잡/VV 고/EC,0,0,1,0
잡/VV 아/EC,0,0,1,0
잡/VV 지/EC,0,0,1,0
잡아먹/VV 고/EC,0,0,1,0
장/NNG 터/NNG,0,0,1,0
장기/NNG 적/XSN,1,0,0,0
장기/NNG 하나/NR,0,0,1,0
장난/NNG 을/JKO,0,0,1,0
장담/NNG 하/XSV,0,0,1,0
장대/XR 하/XSA,0,0,1,0
장래/NNG 를/JKO,0,0,1,0
장사진/NNG 을/JKO,0,1,0,0
장애/NNG 는/JX,0,0,1,0
장엄/NNG 하/XSA,0,0,1,0
장점/NNG 으로/JKB,0,0,1,0
장주/NNG 가/JKC,0,0,1,0
장주/NNG 이/VCP,0,0,1,0
잦/VA 아/EC,0,0,1,0
재/XPN 평가/NNG,0,0,1,0
재/XPN 해석/NNG,0,0,1,0
재롱떨*/VV 는*/ETM,0,0,1,0
재물/NNG 도/JX,0,1,0,0
재미/NNG 가/JKS,0,0,2,0
재미/NNG 로/JKB,0,0,1,0
재미/NNG 를/JKO,0,0,1,0
재봉틀/NNG 앞/NNG,0,1,0,0
재산/NNG 권/XSN,0,0,2,0
재산/NNG 피해/NNG,1,0,0,0
재연/NNG 하/XSV,0,0,1,0
재주/NNG 꾼/XSN,1,0,0,0
재주/NNG 많/VA,0,0,1,0
재현/NNG 하/XSV,0,0,1,0
쟁이/XSN 곰/NNG,0,0,1,0
쟁쟁/XR 하/XSA,0,0,1,0
저/MM 미제/NNG,0,0,1,0
저/NP ㄴ/JX,0,0,1,0
저/NP 도/JX,0,1,0,0
저/NP 의/JKG,0,0,1,0
저/XPN 성장/NNG,0,0,1,0
저/XPN 임금/NNG,0,0,1,0
저거/NP 그리/VV,0,0,1,0
저것/NP 도/JX,1,0,0,0
저것/NP 이/JKS,0,1,0,0
저속/NNG 하*/XSA,0,0,1,0
저절로/MAG 물러가/VV,0,0,1,0
저절로/MAG 생기/VV,0,0,1,0
저지르/VV 어라/EF,0,0,1,0
적/NNB 이/JKS,0,0,2,0
적/VA 지/EC,1,0,5,0
적/XSN 가치/NNG,0,0,1,0
적/XSN 갈등/NNG,0,0,1,0
적/XSN 견해/NNG,0,0,1,0
적/XSN 경직/NNG,0,0,1,0
적/XSN 고갈/NNG,0,0,1,0
적/XSN 공백/NNG,0,0,1,0
적/XSN 관심/NNG,0,0,1,0
적/XSN 관점/NNG,0,0,1,0
적/XSN 궁핍/NNG,0,0,1,0
적/XSN 단서/NNG,0,0,1,0
적/XSN 도둑/NNG,0,0,1,0
적/XSN 명징/XR,0,1,0,0
적/XSN 문제/NNG,0,0,1,0
적/XSN 부가/NNG,0,0,1,0
적/XSN 비극/NNG,0,1,0,0
적/XSN 비리/NNG,1,0,0,0
적/XSN 상황/NNG,1,0,0,0
적/XSN 성취/NNG,0,0,1,0
적/XSN 실상/NNG,0,0,1,0
적/XSN 영혼/NNG,0,0,1,0
적/XSN 욕망/NNG,0,1,0,0
적/XSN 운치/NNG,0,0,1,0
적/XSN 으로/JKB,2,4,19,1
적/XSN 의지/NNG,0,1,0,0
적/XSN 이/VCP,13,6,28,0
적/XSN 인식/NNG,0,0,1,0
적/XSN 자유/NNG,0,1,0,0
적/XSN 재미/NNG,0,0,1,0
적/XSN 재산/NNG,0,0,2,0
적/XSN 지지/NNG,1,0,0,0
적/XSN 질병/NNG,0,0,1,0
적/XSN 집단/NNG,0,0,1,0
적/XSN 책임/NNG,1,0,0,0
적/XSN 타협/NNG,0,0,1,0
적/XSN 테러/NNG,1,0,0,0
적/XSN 틀/NNG,0,0,1,0
적/XSN 편견/NNG,0,0,1,0
적/XSN 평론가/NNG,0,1,0,0
적/XSN 행태/NNG,1,0,0,0
적/XSN 흥취/NNG,0,0,1,0
적/XSN 히스테리/NNG,0,0,1,0
적격/NNG 이/VCP,1,0,0,0
적극/NNG 검토/NNG,0,1,0,0
적극/NNG 나서/VV,0,0,1,0
적극/NNG 적/XSN,0,0,2,0
적극/NNG 참여/NNG,0,0,1,0
적극/NNG 추천/NNG,1,0,0,0
적당/XR 하/XSA,0,0,1,0
적도/NNG 보다/JKB,0,0,1,0
적막/NNG 에서/JKB,0,1,0,0
적반하장/NNG 의/JKG,1,0,0,0
적어도/MAG 내/NP,0,0,1,0
적어도/MAG 아직/MAG,0,0,0,1
적응력/NNG 이/JKS,0,0,2,0
적절/XR 하/XSA,0,0,2,0
적정/NNG 화/XSN,0,0,1,0
적합/NNG 성/XSN,1,0,0,0
적합/XR 하/XSA,0,1,0,0
전/NNG 에/JKB,0,1,0,0
전국/NNG 적/XSN,0,0,2,0
전념/NNG 하/XSV,0,0,3,0
전락/NNG 하/XSV,0,0,1,0
전례/NNG 없/VA,1,0,0,0
전례/NNG 없이/MAG,0,0,1,0
전망/NNG 이/VCP,0,1,1,0
전망/NNG 하/XSV,0,0,1,0
전무/NNG 하/XSA,0,0,1,0
전문/NNG 자원/NNG,1,0,0,0
전문/NNG 적/XSN,1,0,0,0
전문/NNG 화/XSN,0,0,2,0
전문가/NNG 집단/NNG,0,0,1,0
전반/NNG 적/XSN,0,0,1,0
전시/NNG 하/XSV,0,0,1,0
전시장/NNG 으로/JKB,0,0,1,0
전쟁/NNG 범죄/NNG,1,0,0,0
전적/NNG 으로/JKB,0,0,0,1
전제/NNG 조건/NNG,0,0,1,0
전조/NNG 가/JKC,0,0,1,0
전철/NNG 을/JKO,0,0,1,0
전통/NNG 문화/NNG,0,1,0,0
전투/NNG 적/XSN,0,1,0,0
전하/VV ㄴ다고/EC,0,0,1,0
전혀/MAG 거리낌/NNG,0,0,1,0
전혀/MAG 다르*/VA,0,0,1,0
전혀/MAG 다른/MM,0,0,1,0
전혀/MAG 뒷받침/NNG,1,0,0,0
전혀/MAG 아랑곳/NNG,0,0,1,0
전형/NNG 적/XSN,0,1,0,0
전화/NNG 를/JKO,0,0,1,0
전화/NNG 번호/NNG,0,0,1,0
전화기/NNG 와/JKB,0,0,1,0
절감/NNG 하/XSV,1,0,1,0
절규/NNG 하/XSV,1,0,0,0
절대/MAG 나아가/VV,1,0,0,0
절대/MAG 없/VA,1,0,0,0
절대/NNG 적/XSN,0,0,1,0
절대/NNG 정숙/NNG,1,0,0,0
절대로/MAG 다른/MM,1,0,0,0
절대주의/NNG 에서/JKB,0,0,1,0
절도/NNG 있/VV,0,0,1,0
절레절레/MAG 흔들/VV,0,0,1,0
절로/MAG 신/NNG,0,0,1,0
절망/NNG 하/XSV,0,0,2,0
절망감/NNG 에/JKB,1,0,0,0
절박/XR 하/XSA,1,0,0,0
절반/NNG 가격/NNG,0,0,1,0
절실히/MAG 요청/NNG,1,0,0,0
젊/VA 게/EC,1,0,0,0
젊/VA 은/ETM,0,0,2,0
젊음/NNG 의/JKG,0,0,1,0
점/NNG 들/XSN,0,0,1,0
점/NNG 을/JKO,0,0,1,0
점/NNG 이/VCP,0,0,0,1
점검/NNG 하/XSV,0,0,1,0
점령/NNG 하/XSV,0,0,1,0
점수/NNG 를/JKO,0,0,1,0
점점/MAG 고립/NNG,0,0,1,0
점점/MAG 깊/VA,0,0,1,0
점진/NNG 적/XSN,0,0,1,0
접근/NNG 하/XSV,0,0,1,0
정/NNG 을/JKO,0,0,1,0
정겹/VA 고/EC,0,0,1,0
정교/XR 하/XSA,0,0,1,0
정기/NNG 를/JKO,1,0,0,0
정도/NNG 노래/NNG,0,0,1,0
정도/NNG 늦/VA,0,0,1,0
정도/NNG 떨어지/VV,0,0,1,0
정도/NNG 로/JKB,0,0,0,1
정도/NNG 비싸/VA,0,1,0,0
정도/NNG 싸/VA,0,0,1,0
정도/NNG 이/VCP,0,0,1,4
정도/NNG 확보/NNG,0,1,0,0
정도/NNG 확신/NNG,0,1,0,0
정들/VV ㄴ/ETM,0,0,1,0
정리/NNG 하/XSV,0,0,1,0
정말/MAG 감사/NNG,1,0,0,0
정말/MAG 꿈/NNG,1,0,0,0
정말/MAG 좋아하/VV,0,0,1,0
정보/NNG 화/XSN,0,0,1,0
정부/NNG 가/JKS,0,0,1,0
정상/NNG 급/NNG,0,0,1,0
정상/NNG 화/XSN,0,0,1,0
정서/NNG 를/JKO,0,0,1,0
정성껏/MAG 봉양/NNG,1,0,0,0
정숙/NNG 의/JKG,1,0,0,0
정신/NNG 에/JKB,0,0,1,0
정신/NNG 을/JKO,0,1,0,0
정신/NNG 의/JKG,0,0,1,0
정신/NNG 이/JKS,1,0,0,0
정신/NNG 적/XSN,0,0,2,0
정신병/NNG 으로/JKB,0,0,1,0
정의/NNG 하/XSV,0,1,1,0
정지선/NNG 을/JKO,0,0,1,0
정착/NNG 되/XSV,0,0,1,0
정착/NNG 시키/XSV,0,0,1,0
정책/NNG 의/JKG,1,0,0,0
정책/NNG 이/JKS,0,0,1,0
정책/NNG 적/XSN,0,0,1,0
정체/NNG 상태/NNG,1,0,0,0
정취/NNG 가/JKS,0,0,1,0
정치/NNG 적/XSN,1,0,0,0
정화/NNG 만/JX,0,0,1,0
정확히/MAG 명시/NNG,0,0,1,0
젖/NNG 도/JX,0,0,1,0
젖/NNG 에/JKB,0,1,0,0
젖/NNG 을/JKO,0,1,0,0
제/XSN 위반/NNG,0,0,2,0
제공/NNG 하/XSV,0,0,1,0
제기/NNG 되/XSV,0,1,2,0
제기/NNG 하/XSV,1,0,2,0
제대로/MAG 받/VV,0,0,1,0
제대로/MAG 배우/VV,0,0,1,0
제대로/MAG 보/VV,0,0,1,0
제대로/MAG 보이/VV,0,0,1,0
제대로/MAG 이해/NNG,0,0,1,0
제대로/MAG 정착/NNG,0,0,1,0
제도/NNG 언론/NNG,0,0,1,0
제발/MAG 로/JKB,0,0,1,0
제수/NNG 용품/NNG,0,0,1,0
제시/NNG 되/XSV,0,0,1,0
제시/NNG 하/XSV,0,0,3,1
제아무리/MAG 높/VA,0,0,1,0
제안/NNG 하/XSV,0,0,1,0
제왕/NNG 처럼/JKB,0,0,1,0
제자리/NNG 를/JKO,0,0,1,0
제재/NNG 를/JKO,0,0,1,0
제조/NNG 하/XSV,0,0,1,0
제치/VV 어/EC,0,0,1,0
제품/NNG 의/JKG,0,2,0,0
제품/NNG 이/JKS,0,0,1,0
제한/NNG 이/JKS,0,0,1,0
조각가/NNG 들/XSN,0,1,0,0
조건/NNG 이/VCP,0,0,1,0
조건/NNG 적/XSN,1,0,0,0
조금/MAG 과장/NNG,0,1,0,0
조금/MAG 더/MAG,0,0,1,0
조금/NNG 도/JX,2,0,0,0
조금/NNG 만/JX,0,0,1,0
조금/NNG 이/VCP,0,0,0,1
조리기/NNG 보다/JKB,0,0,1,0
조명/NNG 과/JC,0,0,1,0
조명/NNG 하/XSV,0,1,0,0
조선/NNP 왕조/NNG,0,1,0,0
조성/NNG 되/XSV,0,0,1,0
조속/XR 하/XSA,0,0,1,0
조언/NNG 을/JKO,0,0,2,0
조언/NNG 이/VCP,0,0,1,0
조언/NNG 하/XSV,0,1,0,0
조직/NNG 적/XSN,1,0,1,0
조차/JX 느끼/VV,1,0,0,0
조차/JX 도/JX,0,0,0,1
조차/JX 않/VV,1,0,0,0
조차/JX 하/VV,0,0,1,0
조치/NNG 위반/NNG,0,0,1,0
조화/NNG 롭/XSA,0,0,1,0
존경/NNG 하/XSV,1,0,1,0
존재/NNG 이유/NNG,0,0,1,0
존재/NNG 하/XSV,0,0,1,0
존중/NNG 하/XSV,0,0,1,0
좀/MAG 내놓/VV,0,0,1,0
좀/MAG 더/MAG,0,0,3,0
좀/MAG 들/VV,0,0,1,0
좁/VA 은/ETM,0,1,0,0
종교인/NNG 이/JKC,0,0,1,0
종류/NNG 가/JKS,0,0,1,0
종용/NNG 하/XSV,0,0,1,0
종합/NNG 적/XSN,0,0,1,0
좋/VA 겠/EP,0,0,2,1
좋/VA 습니까/EF,0,0,1,0
좋/VA 아/EC,2,0,3,0
좋/VA 아서/EC,0,0,2,0
좋/VA 았/EP,0,0,1,0
좋/VA 은/ETM,0,1,2,0
좋아하/VV 는/ETM,0,0,1,0
좌수/NNG 로/JKB,0,0,1,0
좌파/NNG 성향/NNG,0,0,1,0
죄/NNG 씌우/VV,0,0,1,0
죄의식/NNG 의/JKG,0,0,1,0
주/VV 고/EC,0,0,1,0
주/VV 는/ETM,0,0,2,0
주/VV 지/EC,0,0,1,0
주/VX 고/EC,0,0,1,0
주/VX ㄴ/ETM,0,0,2,0
주/VX 는/ETM,0,0,1,0
주/VX 니/EC,0,0,1,0
주/VX ㄹ/ETM,0,0,2,0
주/VX 며/EC,0,0,1,0
주/VX 어서/EC,0,0,1,0
주/VX 지/EC,0,0,1,0
주간/NNG 순수익/NNG,0,0,1,0
주검/NNG 들/XSN,0,1,0,0
주례/NNG 를/JKO,0,0,1,0
